Designator,Mid X,Mid Y,Rotation,Layer
BT1,47.15,-18.6,180.0,top
BT2,27.15,-18.6,180.0,top
BT3,7.15,-18.6,180.0,top
BT4,7.15,-28.6,0.0,top
BT5,26.65,-28.6,0.0,top
BT6,47.15,-28.6,0.0,top
F1,56.65,-15.6,270.0,top
J1,63.975,-8.6,270.0,top
J2,67.65,-44.125,180.0,top
J3,68.65,-20.33,270.0,top
XT1,47.15,-9.125,0.0,top
XT2,27.15,-9.125,0.0,top
XT3,7.15,-9.125,0.0,top
XT4,7.15,-38.075,180.0,top
XT5,27.15,-38.075,180.0,top
XT6,47.15,-38.075,180.0,top
